,ulasan,rating,Label,clean_teks
353,"kacau apk nya sekarang, lemot sering ngelag cari produk scrol kebawah suka tiba2 balik produk atas lagi, sampe cape kesel sendiri mau scrol ke bawahnya. kadang gak responsif udah terlalu gede kali ukuran apk nya. kacau pokoknya bikin kesel. banyak banget biaya nya kalo cek out barang. pokoknya semua biaya lah itu lah entah apa lah",1,0,kacau aplikasi nya lot ngelag cari produk scrol bawah suka produk sampe cape kesel scrol bawah kadang gak responsif udah gede kali ukur aplikasi nya kacau pokok bikin kesel banget biaya nya kalo cek out barang pokok biaya
354,"gopaylater sering bermasalah limit tersedia tidak dipakai transaksi, masalah ditanyakan lewat email tidak direspon, berbeda sekali blibli, blibli tagihan terbayar limit langsung dipakai",1,0,gopaylater masalah limit sedia pakai transaksi email direspon beda blibli blibli tagih bayar limit langsung pakai
355,"tokopedia harap kalian ini terus ya,harga diskon beneran ada,jangan toko oren,banyak biaya tambahan dll... katanya diskon harga ongkir naik. sekarang pindah kesini gak pakai toko lagi. terima kasih tokopedia 🙂",5,1,tokopedia harap yaharga diskon beneran adajangan toko orenbanyak biaya tambah dll diskon harga ongkir pindah kesini gak pakai toko terima kasih tokopedia
356,"bukan gila promo, cuma kalo emang dikasih promo tentu dipakai kan. buat apa dikasih promo abis dibayar malah dibatalkan. bilangnya indikasi melakukan pelanggaran. pertanyaan saya, setiap ktp punya akun masing masing setiap kk boleh punya 1 akun? kalo emang niat kasih promo gausah ngasih, bikin ribet",1,0,gila promo kalo emang kasih promo pakai kasih promo abis bayar batal bilang indikasi langgar ktp akun kk akun kalo emang niat kasih promo gausah ngasih bikin ribet
357,"parah banget tokopedia, asal pilih kurir yg dirugikan seller pembeli. barang 2 minggu baru tapi ada reason detail terkait kendala pengiriman. pihal tokopedia bisa memberi jawaban terbuka kedua pihak",1,0,parah banget tokopedia pilih kurir rugi seller beli barang minggu reason detail kait kendala kirim pihal tokopedia buka
358,"update bukannya baik membuat kecewa : 1. ada review ttg kurir semua hy review ttg seller, tokped sprt perduli dg kendala kiriman yg sering lelet ngaco bila gunakan fitur bebas ongkir yg kurir diatur tokped. 2. sering hank balik sendiri kita pilih2 barang tdk sprt dulu yg baik2 sj lancar, aseli bikin org malaz pindah online shop lain. 3. lambat perbaikan it nya kl respon dr admin aplikasi cepat, percuma konsumen maunya cepat.",1,0,update kecewa review ttg kurir hy review ttg seller tokped sprt duli dg kendala kirim lelet ngaco fitur bebas ongkir kurir atur tokped hank pilih barang sprt sj lancar aseli bikin org malaz pindah online shop lambat baik it nya kl respon admin aplikasi cepat konsumen mau cepat
359,"tokopedia banyak sekali seller tdk aktif yg no respon, chat tdk respon, pesanan jg tdk konfirmasi2.. jg yg bilang ready ready tp blm dikirim kirim dibatalkan otomatis.. masa mau order hrs nunggu respon dl seller yg luama.. klo toko sebelah, lgsg order aman..",2,0,tokopedia seller aktif no respon chat respon pesan jg konfirmasi jg bilang ready ready tp blm kirim kirim batal otomatis order nunggu respon dl seller luama klo toko belah lgsg order aman
360,"beli suatu produk. dipakai, ternyata kualitas barang sesuai deskripsi. waktu mau beri ulasan produk tersebut, tiba-tiba produk hilang bisa dicari sistem. kecewa berkali kali kualitas produk dibeli lewat tokopedia. saran saya, pihak tokopedia memperbaiki kualitas kontrol seller nakal menjual barang abal abal niat tipu tipu konsumen",1,0,beli produk pakai kualitas barang sesuai deskripsi ulas produk tibatiba produk hilang cari sistem kecewa kali kali kualitas produk beli tokopedia saran tokopedia baik kualitas kontrol seller nakal jual barang abal abal niat tipu tipu konsumen
361,"barang dikirim sesuai, minta penukaran barang disetujui penjual. barang sudah diterima, gak dikirim. alasannya barangnya ada, rugi ongkir 2x. solusi tokopedia care mengecewakan, penjual janji transfer ongkir belum di transfer.",1,0,barang kirim sesuai tukar barang tuju jual barang terima gak kirim alas barang rugi ongkir x solusi tokopedia care kecewa jual janji transfer ongkir transfer
362,aplikasi gak mau rugi. mana kalo daftar akun baru voucher pengguna baru rewards hak si pengguna. udah gunain voc nya tiba2 dibatalin sistem. apk layak di uninstall.,2,0,aplikasi gak rugi kalo daftar akun voucher guna rewards hak guna udah gunain voc nya dibatalin sistem aplikasi layak uninstall
363,"makin jelas, beli barang udah bayar, lalu batalkan sistem g tau kenapa.. udah gitu saldo refundnya cairkan akibat memakai no telp. no telp udah lama aktif. terpaksa ganti nomer nunggu lagi, udah gitu nunggu 24 jam baru bisa di cairkan saldonya....",1,0,beli barang udah bayar batal sistem g tau udah gitu saldo refundnya cair akibat pakai no telp no telp udah aktif paksa ganti nomer nunggu udah gitu nunggu jam cair saldo
364,"tokopedia maaf belakangan selingkuh,sudah beberapa kali saya belanja tiktok shop, harganya relatif lebih murah. entah bagaimana caranya tokopedia bersaing sama tiktok,supaya pelanggan tokopedia pindah tiktok.",5,1,tokopedia maaf selingkuhsudah kali belanja tiktok shop harga relatif murah tokopedia saing tiktoksupaya langgan tokopedia pindah tiktok
365,"mau bayar pajak,selalu tulisan links eror,atau tunggu beberapa lg,jaringan hp kenceng tetap aja masalah jaringan lah,yang eror aplikasinya kali ya,tolong segera perbaiki jangan mengecewakan pengguna.",1,0,bayar pajakselalu tulis links eroratau tunggu lgjaringan hp kenceng aja jaring lahyang eror aplikasi kali yatolong baik kecewa guna
366,buat pihak tokopedia kalau customer kasih uang tip kurir lewat aplikasi toped jangan potong lg terkadang buat gantiin uang parkir kita gak ketemu kasih nya lewat aplikasi jadi kalu potong sama pihak tokopedia sebagai kurir di rugikan ongkosnya terlalu murah . terima kasih!,2,0,tokopedia customer kasih uang tip kurir aplikasi toped potong lg terkadang gantiin uang parkir gak ketemu kasih nya aplikasi kalu potong tokopedia kurir rugi ongkos murah terima kasih
367,"deadline proses penjual terlalu lama 3 hari, estimasi barang sering telat... proses komplain rumit banyak toko alamat toko pengiriman nya beda. proses return sulit",1,0,deadline proses jual estimasi barang telat proses komplain rumit toko alamat toko kirim nya beda proses return sulit
368,"tokopedia aneh, aku pernah dibeliin barang sama pcrku lewat tokopedia alamat kosku. itu aku beli barang sendiri kosku ngga bisa, karna katanya datanya sama kaya pcrku tidak di proses. mana itu voucher nya hilang... merugikan sekali",1,0,tokopedia aneh dibeliin barang pcrku tokopedia alamat kosku beli barang kosku ngga karna data kaya pcrku proses voucher nya hilang rugi
369,"apa mu tokped? rencana mau belanja senilai rp. 2.222.000 + ongkir 47.000 + asuransi 13.700 + biaya aplikasi 1.000 total bayar = rp. 2.243.700 dikurangi gratis ongkir 40.000 cashback 22.220 jadinya rp. 2.221.480. artinya ada cashback alias belanja dengan gratis ongkir. mending dibikin gratis ongkir 100% pakai embel-embel cashback. mungkin dibilang bahasa marketing biar banyak yang belanja,padahal boong...🤣.sukses selalu tokped... slm membermu!",2,0,mu tokped rencana belanja nila rp ongkir asuransi biaya aplikasi total bayar rp rang gratis ongkir cashback rp cashback alias belanja gratis ongkir mending bikin gratis ongkir pakai embelembel cashback bilang bahasa marketing biar belanjapadahal boongsukses tokped slm mu
370,"kecewa, langganan tokopedia plus malah pesanan sering ditolak. langganan tokopedia plus lancar"" saja. pelanggan rekomendasikan mempertimbangkan apabila menggunakan fitur tokopedia plus...",1,0,kecewa langgan tokopedia plus pesan tolak langgan tokopedia plus lancar langgan rekomendasi timbang fitur tokopedia plus
371,aplikasi sangat komersil pembeli biaya layanan jasa aplikasi...untuk penjual lebih gila kena biaya 4-5% total harga barang 🤦🏻‍♂️ ekspedisi dievaluasi kurir sitelat parah banget...kick aja ganti laen profesional kerjanya,2,0,aplikasi komersil beli biaya layan jasa aplikasiuntuk jual gila kena biaya total harga barang ekspedisi evaluasi kurir sitelat parah bangetkick aja ganti laen profesional kerja
372,"nih aplikasi lolot, udh upload foto product format yg bener aja gagal karna alasan format fotonya salah, udh diubah beberapa kali .jpg, .jpeg, .png aja tetap gagal. jd mesti pake format foto njir?",1,0,nih aplikasi lolot udh upload foto product format bener aja gagal karna alas format foto salah udh ubah kali jpg jpeg png aja gagal jd mesti pake format foto njir
373,"bos kalian kalau begini terus tinggalkan customer, status pengiriman aja customer sendiri minta update, gitu beli hp xiaomi tak jelas pengiriman nya pake jasa pengiriman apa?? kalau gini kan gak bngt, pertama status pengiriman update, kedua gak jelas pengiriman pakai jasa pengiriman apa,, susah tracking nya, kompetitor kalian tuh dah maju, kalau ngirim barang jelas menggunakan jasa pengiriman apa, bahkan di sertakan no kurir nya,,",1,0,bos tinggal customer status kirim aja customer update gitu beli hp xiaomi kirim nya pake jasa kirim gin gak bngt status kirim update gak kirim pakai jasa kirim susah tracking nya kompetitor tuh dah maju ngirim barang jasa kirim serta no kurir nya
374,"aplikasinya jelek banget suka eror, masa mau beli pulsa saldonya selalu dikembalikan terus udah 5x tetap ajah dikembalikan, protes responnya gak memuaskan, udah gitu kalau pakai voucher malah hilang padahal bukan yang membatalkan pesanan, ditambah sekarang tiap transaksi kena biaya 2000 kalau gak pakai gopay ke 4000-4500 biasa transinya",1,0,aplikasi jelek banget suka eror beli pulsa saldo kembali udah x ajah kembali protes responnya gak muas udah gitu pakai voucher hilang batal pesan tambah transaksi kena biaya gak pakai gopay trans
375,sering beli sinj dibatalkan sistem. jelas alasannya apa. masa iya alamat yg sama boleh. kan beda akun. apa iya 1 rumah cuma 1 hape 1 org dalamnya. masuk akal. kl gamau kasih promo gausa kasih bukan tiba2 dibatalkan sistem trus dana masuk saldo. bisanya ditarik minim 10rb. sama aja ambil duit kan. makin males pake tokped. mending app sebelah,1,0,beli sinj batal sistem alas iya alamat beda akun iya rumah hape org dalam masuk akal kl gamau kasih promo gausa kasih batal sistem trus dana masuk saldo bisa tarik minim rb aja ambil duit males pake tokped mending aplikasi belah
376,"akun ada masalah dinonaktifkan payah, minta bantuan chat tokopediacare percuma ada solusinya. membantu sama sekali padahal nama sama, orang sama, ada kesalahan signifikan akun dinonaktifkan.",1,0,akun nonaktif payah bantu chat tokopediacare solusi bantu nama orang salah signifikan akun nonaktif
377,"suka belanja tokopedia, makin kesini banyak penjual yg balas chat cepat giliran dibayar dikejar2 minta nom resinya, bahkan penjual yg diulur batal otomatis padahal batal otomatis nunggunya kelamaan... dan penjual setuju cancel order, chat lampirkan care tokped, mlah direspon... gak mihak pembeli !!... mana harga online kok jadi sama kyk offline... update : makin parah... sebulan 2x nemu penjual macam begini tokopedia..",1,0,suka belanja tokopedia kesini jual balas chat cepat gilir bayar kejar nom resi jual ulur batal otomatis batal otomatis nunggunya jual tuju cancel order chat lampir care tokped mlah direspon gak mihak beli harga online kyk offline update parah bulan x nemu jual tokopedia
378,"baru sadar jadi seller ternyata, kalo kirim barang langsung drop warehouse nya lebih cepat sampai, satu hari aja langsung yg biasanya kalo sy jadi buyer 4-5 hari baru nyampe. selama sy selalu ngeluh soal pengiriman toped, ternyata semua tergantung seller nya.",5,1,sadar seller kalo kirim barang langsung drop warehouse nya cepat aja langsung kalo sy buyer nyampe sy ngeluh kirim toped gantung seller nya
379,"balasan pesan template 🤦‍♂️. buat apa hubungin tokopedia care kalau akhirnya harus chat penjualnya negosiasi pembatalan !! kritik sistem kalian yang instan. batas pembatalan otomatis kalian, sistem instan kelamaan. namanya instan butuh cepat / urgent. kalau 3-5 jam penjual konfirmasi pesanan - masih tahap proses, harusnya sistem udah batalin. ngapain nunggu konfirmasi penjual 1 hari, sekalian aja sistem instan hilangin.",1,0,balas pesan template hubungin tokopedia care chat jual negosiasi batal kritik sistem instan batas batal otomatis sistem instan nama instan butuh cepat urgent jam jual konfirmasi pesan tahap proses sistem udah batalin ngapain nunggu konfirmasi jual aja sistem instan hilangin
380,"aduh udh bayarnya transfer gagal, mending dana nya masuk rekening lagi, masuknya saldo tokped. kalo emng vochernya bisa, harus muncul gagalnya pas proses pembayaran sih. balikin lg dong rekening dananya.",1,0,aduh udh bayar transfer gagal mending dana nya masuk rekening masuk saldo tokped kalo emng vochernya muncul gagal pas proses bayar sih balikin lg rekening dana
381,"layanan plus, katanya kurir rekomendasi(perlu survei lapangan) tp sering kurir yg lelet lemot? sangat meresahkan pelanggan. tokopedia perlu ditingkatkan lagi.",2,0,layan plus kurir rekomendasiperlu survei lapang tp kurir lelet lot resah langgan tokopedia tingkat
382,sangat buruk menyediakan castamer service telpon 24 jam. mampu jawab pake robot. tanya apa jawab apa... saat castamer kendala gak yg jawab... kurir nya rekomendasi gak keterangan kurir mana... sangat mengecewakan,1,0,buruk sedia castamer service telpon jam pake robot castamer kendala gak kurir nya rekomendasi gak terang kurir kecewa
383,"berhati2lah bila bertransaksi/berbelanja tokopedia, beresiko kehilangan uang tiap kali batal transaksi/pesanan, refund diterima utuh, tiap kali batal transaksi/pesanan rugi rp 1000, bila sering belanja, resiko semakin besar.",1,0,hati bertransaksiberbelanja tokopedia resiko hilang uang kali batal transaksipesanan refund terima utuh kali batal transaksipesanan rugi rp belanja resiko
384,"shopee lebih baik tokopedia urusan promo. saatnya pindah kesana gaes. minimal belanja biar gratis ongkir lebih rendah, kupon diskon cashback lebih besar. gratis ongkirnya kita ganti ekspedisi apa kita mau.",1,0,shopee tokopedia urus promo pindah kesana gaes minimal belanja biar gratis ongkir rendah kupon diskon cashback gratis ongkirnya ganti ekspedisi
385,"pesanan udah lewat masa estimasi pihak tokopedia gk berbuat apa2, mestinya tegas pembatalan otomatis, jadi buyer tidak di rugikan waktunya dan bisa belaja lagi, penanganan tokopedia sangat buruk pengiriman barang leletnya parah banget, sarankan buat semua nya jangan pake tokopedia, makin hari makin buruk pelayanannya, hapus aja ponsel, banyak toko online yg lebih bagus tokopedia, kurir brengsek aja di pake kan merugikan",1,0,pesan udah estimasi tokopedia gk buat mesti batal otomatis buyer rugi baja tangan tokopedia buruk kirim barang lelet parah banget saran nya pake tokopedia buruk layan hapus aja ponsel toko online bagus tokopedia kurir brengsek aja pake rugi
386,"barusan aja nih,, pengen belanja, liat shopee mahal, eh tokped diskon 15rb,mayan khan,, c/o dehdi tokped,,, eh smpe semenit langsung dicancel otomatis sistem, katanya pelanggaran,, apa sih nying,, orang belanja dpt diskon dibilang pelanggaran, ikhlas bgt ngasih diskonnye,,",1,0,barusan aja nih ken belanja liat shopee mahal eh tokped diskon rbmayan khan co dehdi tokped eh smpe menit langsung dicancel otomatis sistem langgar sih nying orang belanja dpt diskon bilang langgar ikhlas bgt ngasih diskonnye
387,sangat menyesal pertama kali menggunakan aplikasi tokopedia promo diskon gratis ongkir waktu checkout saya bayar . malah pesanan dibatalkan otomatis saldo ditarik tidak bisa digunakan,1,0,sesal kali aplikasi tokopedia promo diskon gratis ongkir checkout bayar pesan batal otomatis saldo tarik
388,"cs nya okee sih!! aq pengguna baru,dapat voucher 30k, happy bangedd!! ehh orderan nya dibatalkan sistem! aneh! komplain lah cs.. +1jam udah order dengan potongan harga. yey!!! sering2 diskon gede yaa.. thank you",5,1,cs nya okee sih aq guna barudapat voucher k happy bangedd ehh order nya batal sistem aneh komplain cs jam udah order potong harga yey diskon gede yaa thank you
389,"tokopediacare lambat, pesan hp hilang expedisi proses lama, 1bulan lebih, harus menunggu, dana tidak penuh harus menanggung asuransi ongkos kirim jadi sekarang korban tokopedia. cukup belanja tokopedia, rekan2 seluruh indonesia pikir2lah belanja tokopedia karna pake jasa kirim jne menghilangkan hp dan mencurinya, jadi korban. kalau bintang⭐ 0 kasih.",1,0,tokopediacare lambat pesan hp hilang expedisi proses tunggu dana penuh tanggung asuransi ongkos kirim korban tokopedia belanja tokopedia rekan indonesia pikir belanja tokopedia karna pake jasa kirim jne hilang hp cur korban bintang kasih
390,"belanja tokped banyak diskonnya. pengiriman dilayani tokopedia cepet banget, sehari sampai. suka dpt kuota gratis ongkir belanja 0 rupiah. sering dpt diskon besar cashback yg lumayan. terpercaya deh tokped",5,1,belanja tokped diskon kirim layan tokopedia cepet banget hari suka dpt kuota gratis ongkir belanja rupiah dpt diskon cashback lumayan percaya deh tokped
391,"dajjal.. aku udah pesan, penjualnya membalas kyk pake bot, ditunggu update mulu gak perkembangan. salah penjual, malah uang gak kembali. awto uninstall.",1,0,dajjal udah pesan jual balas kyk pake bot tunggu update mulu gak kembang salah jual uang gak awto uninstall
392,baru instal tapi tetep aja gratis ongkir nya serahkan wajib jne. untuk sekiankalinya selalu tiap belanja tokopedia pengirimannya lama sekali. masa iya malang-blitar pengiriman lamanya seminggu. belum pernah belanja tokopedia kl dpt gratis ongkir pengirimannya cepat....selalu lama....selalu lama.minimal 5hari baru nyampe. bikin males instal ini.,2,0,instal tetep aja gratis ongkir nya serah wajib jne sekiankalinya belanja tokopedia kirim iya malangblitar kirim minggu belanja tokopedia kl dpt gratis ongkir kirim cepatselalu lamaselalu lamaminimal nyampe bikin males instal
393,semakin kecewa sekarang sama tokopedia.pengiriman tgl 25 estimasi tiba 29/08/23 eh malah berubah estimasi jadi tgl 04/09/23 tambah keterangan kalau alamat tidak temukan.padahal berkali-kali kirim pakai alamat selalu sebelum estimasi...tlg donk...ekpedisi yg bermasalah jgn belain.mending belanja sebelah sekarang...,1,0,kecewa tokopediapengiriman tanggal estimasi eh ubah estimasi tanggal terang alamat temukanpadahal berkalikali kirim pakai alamat estimasitlg donkekpedisi masalah jgn belainmending belanja belah
394,"bangkrut aja lah kau tokopedia gak kali ! katanya pengguna baru diskon 30 ribu dibatalkan otomatis sistem padahal dah rela ngisi gopay check out tp dibatalkan gitu saja, mana ongkirnya mahal banget.. benar-benar marketplace rekomen !!",1,0,bangkrut aja kau tokopedia gak kali guna diskon ribu batal otomatis sistem dah rela ngisi gopay check out tp batal gitu ongkirnya mahal banget benarbenar marketplace rekomen
395,aplikasi tokopedia bagus bekerjasama gojek dimohon sudah sebenar mungkin memasukkan titik alamat tetapi ko keubah sendiri aplikasi nya ya. jadi kena marah drivernya mengeluarkan pengeluaran yang sifatnya mendadak harus menambahkan ongkos drivernya tersebut. mohon sikapi hal ini setiap pesan jadi ubah lokasi terus khawatir bergeser titiknya lagi. terimakasih,2,0,aplikasi tokopedia bagus bekerjasama gojek mohon benar masuk titik alamat ko ubah aplikasi nya ya kena marah drivernya keluar keluar sifat dadak ongkos drivernya mohon sikap pesan ubah lokasi khawatir geser titik terimakasih
396,"pengguna baru belanja dapet diskon harga serba seribu gak gratis ongkir,nah ongkir nya mahal sama aja bohong,gak marketplace lain,diskon gratis ongkir,terus aplikasi nya susah gunakan mau cari voucher nya",1,0,guna belanja dapet diskon harga serba ribu gak gratis ongkirnah ongkir nya mahal aja bohonggak marketplace laindiskon gratis ongkirterus aplikasi nya susah cari voucher nya
397,ampas .update e toll dimana2 orang butuh cepet sedang gangguan suruh tunggu 3 hari .kalo emang gangguan aturan buat pass pembayaran bisa duit udah masuk saldo masuk .cuk jadi kerja 2x ngeluarin uang 2x baru kali kecewa tokped !,1,0,ampas update e toll mana orang butuh cepet ganggu suruh tunggu kalo emang ganggu atur pass bayar duit udah masuk saldo masuk cuk kerja x ngeluarin uang x kali kecewa tokped
398,"pengiriman lama,system cod ekspedisi tertentu,banyak error/bug didalam aplikasi (contoh saat memuat pembayaran biasa alias cuma loading terus)",1,0,kirim lamasystem cod ekspedisi tertentubanyak errorbug dalam aplikasi contoh muat bayar alias loading
399,"jelek aplikasi nya, harga gk sesuai tercantum, diskon nya gk sesuai. juga padahal pengguna baru gk beli barang khusus pengguna baru, banyak alesannya lah lah, ribet. klo gk niat kasih gk usah diadain, maksain banget!",1,0,jelek aplikasi nya harga gk sesuai cantum diskon nya gk sesuai guna gk beli barang khusus guna alesannya ribet klo gk niat kasih gk diadain maksain banget
400,saldo refund tokopedia tarik tak kunjung masuk rekening saldonya padahal status tokopedia berhasil cair dana ada masuk saldo rekening saya 😭 sumpah nyesal pake tokopedia benar kata orang tokopedia banyak kendalanya.... jauh lebih baik shopee,1,0,saldo refund tokopedia tarik kunjung masuk rekening saldo status tokopedia hasil cair dana masuk saldo rekening sumpah nyesal pake tokopedia orang tokopedia kendala shopee
401,"lazada biaya apapun, banyak casbac gratis ongkir. pilih menguntungkan, jangan hiraukan orang bilang #maunya gratisan#, yg jelas belanja cari yg murah, menguntungkan. saatnya tinggalkan yg merugikan. beralih yg menguntungkan. udah mulai kalah, terlalu ngadiadi, kena serang balik, lazada 23 jt, tokopedia 6 jt jauh banget.",1,0,lazada biaya apa casbac gratis ongkir pilih untung hirau orang bilang mau gratis belanja cari murah untung tinggal rugi alih untung udah kalah ngadiadi kena serang lazada jt tokopedia jt banget
402,update pengiriman barang selalu hari s/d barang di lokasi tujuan... n utk foto barang dri pihak pengiriman knp sering tdk bsa dilihat (keterangan foto/gambar rusak) biar makin mudah monitoring nya... udh nunggu smpe tgl 18 ehh updatenya cm smpe tgl 15 aj (gk update)... puseenk boss..,2,0,update kirim barang sd barang lokasi tuju n utk foto barang dri kirim bsa terang fotogambar rusak biar mudah monitoring nya udh nunggu smpe tanggal ehh updatenya cm smpe tanggal aj gk update puseenk boss
403,"makin kesini ongkir promo cashback nya makin ngaco, bukan lebih baik malah makin buruk, promo gratis ongkirnya satukan, mana pilih salah satu lagi...!!! perbaikilah lebih baik bukan makin buruk.....!!!! pakai tokopedia bukan 1 2 tahun. lah perbaiki lagi, jangan buat kecewa mulu...!",1,0,kesini ongkir promo cashback nya ngaco buruk promo gratis ongkirnya satu pilih salah baik buruk pakai tokopedia baik kecewa mulu
404,"pesanan lunas, 3 hari dikirim. pihak penjual mengajukan pick up barang tidak respon sama sekali pihak tokopedia. pihak ekspedisi manajemen tokopedia perlu evaluasi di rombak. beda sama shopee, pengiriman paling lambat 1 hari.",1,0,pesan lunas kirim jual aju pick up barang respon tokopedia ekspedisi manajemen tokopedia evaluasi rombak beda shopee kirim lambat
405,"aplikasi sama sekali bermutu. harganya lebih mahal, promonya zonk. pengiriman lama. ribet belanja disini. csnya kurang tanggap mengatasi masalah konsumen. sangat kecewa merasa sangat dirugikan aplikasi ini.",1,0,aplikasi mutu harga mahal promonya zonk kirim ribet belanja csnya tanggap atas konsumen kecewa rugi aplikasi
406,"udah paling bener sih jual/beli app sebelah aja, sini udah bener, harga mahal kualitas bintang 1, masa customer udah bayar tiba"" balikin nominal jauh pembelian. lain mending gausah sini sebelum terlambat.",1,0,udah bener sih jualbeli aplikasi belah aja udah bener harga mahal kualitas bintang customer udah bayar balikin nominal beli mending gausah lambat
407,"hati2 akun toped sangat tdk aman & tdk bertanggung jawab masalahnya melakukan transaksi sejumlah 10 jutaan lalu cancelkan penjual lalu uang refund baru masuk 2 hari setalah si penjual me- wa transaksi luar toped tolak & menyuruh menekan link untuk merubah ekspresi jne j&t, pas klik masukkan nomor dan kode otp ( gagal ) itu menguras uang saya yg refund toped membeli voucher gift",1,0,hati akun toped aman tanggung transaksi juta cancelkan jual uang refund masuk seta jual me wa transaksi toped tolak suruh tekan link rubah ekspresi jne jt pas klik masuk nomor kode otp gagal uras uang refund toped beli voucher gift
408,"jualan tokopedia sejak 2019, selama aman aman walaupun trafik toko terbilang sedikit, siang kaget banget tiba tiba muncul notif kalau toko ditutup permanen pihak tokopedia ampun. bye bye tokopedia.",1,0,jual tokopedia aman aman trafik toko bilang siang kaget banget muncul notif toko tutup permanen tokopedia ampun bye bye tokopedia
409,"sebenarnya banyak benefit tokopedia, sayang gak semua merchant cod padahal lapak nya menyediakan pembayaran cod. lagi gopay latter dimutasi sistem baru alhasil malah g pakai.... ah sudahlah ....",2,0,benefit tokopedia sayang gak merchant cod lapak nya sedia bayar cod gopay latter mutasi sistem alhasil g pakai ah
410,"bagaimana caranya menghilangkan iklan tokopedia hp yg tiap 2 menit muncul, gk suka dn gk mau iklan tokopedia sangat sangat sangat mengganggu!!!!!!!!!!!",1,0,hilang iklan tokopedia hp menit muncul gk suka dn gk iklan tokopedia ganggu
411,"promonya dikit, sekalinya pake voucher promo eh dibatalin sistem. penjualnya tidak jelas, banyak produk kw dijual tokopedia tp rating tokonya bagus 😃 hati-hati aja, be smart buyer mending ganti aplikasi sebelah 😚",1,0,promonya dikit sekali pake voucher promo eh dibatalin sistem jual produk kw jual tokopedia tp rating toko bagus hatihati aja be smart buyer mending ganti aplikasi belah
412,"feed jangan video dong kembalikan dulu lagi, soalnya mengganggu banget mau belanja bukan mau liat video reels 😞atau mungkin kasih opsi bagian feed melihat video foto seperti dulu",2,0,feed video kembali ganggu banget belanja liat video reels kasih opsi feed video foto
413,"versi 3.234 ngebug dibagian pembayaran menggunakan gopay later belanja tanggal 17 september jatuh tempo tangihan tanggal 1 oktober seharusnyakan 1 november, tagihan oktober keluar 15 september rada bikin bingung, harap segera perbaikan versi berikutnya",4,1,versi ngebug bagi bayar gopay later belanja tanggal september jatuh tempo tangihan tanggal oktober seharusnyakan november tagih oktober september rada bikin bingung harap baik versi
414,aplikasinya sering membatalkan sepihak. kalau pakai metode transfer bank malah masuk refund jadi ribet masukin itu lagi kalau mau tranfer balik hasil refundan bank malah kena admin. rugi ribet malah gaada yg didapat akhirnya,1,0,aplikasi batal pakai metode transfer bank masuk refund ribet masukin tranfer hasil refundan bank kena admin rugi ribet gaada
415,"hapus aja layanan expedisi anteraja konsisten expedisi, barang dah hampir malah mau retur kpd penjual. harusnya nyampe 1 hari lg malah kembali...enakan belanja shopee.",1,0,hapus aja layan expedisi anteraja konsisten expedisi barang dah retur kpd jual nyampe lg kembalienakan belanja shopee
416,ga tau toped pilih ekspedisi yg jelas.barang bisa² nya diam selama 2 hari tnp update.update lgi sdh pindah ekspedisi barang yg laen bisa²nya tangan kurir smpe 2 hari di antar tujuan. lbh selektif memilih kurir jangan mentang² gratis ongkir trus seenak nya,1,0,tau toped pilih ekspedisi jelasbarang bisa nya diam tnp updateupdate lgi pindah ekspedisi barang laen bisa nya tangan kurir smpe tuju selektif pilih kurir mentang gratis ongkir trus enak nya
417,"haloo tokped mau tanya, apa kurir kalian, pernah bermasalah dgn cod, tp knp kurir enak2 retur barang orng, krn alamat sy tempat kerja otomatis tggl merah libur, besoknya status dibawa kurir tp diantar2 dgn alasan bad address, besoknya statusnya return,kurang ajar bngt. cari kurir yg benar2 kerja boss, klo ky gitu kurirnya brrti jd kurir drpd tidak kerja aj kynya. sertakan sekalian nama kurir nomor hpnya pd status pengiriman mungkin lebih baik.",1,0,haloo tokped kurir masalah dgn cod tp kurir enak retur barang orng krn alamat sy kerja otomatis tggl merah libur besok status bawa kurir tp antar dgn alas bad address besok status returnkurang ajar bngt cari kurir kerja boss klo ky gitu kurir brrti jd kurir drpd kerja aj kynya serta nama kurir nomor hpnya pd status kirim
418,tu hobby banget belanja online sampe kulkas aja beli online dulu pake toped saya sedih jaman sekarang aja tu kita dah bayar menunggu konfirmasi penjual...tegas lah seller..kita beli jadi ngak apalagi pas kupon yg masa kadaluarsanya.. barang di-posting berarti readi jadi ngak perlu konfirmasi konfirmasi lagi. yaa,1,0,tu hobby banget belanja online sampe kulkas aja beli online pake toped sedih jaman aja tu dah bayar tunggu konfirmasi penjualtegas sellerkita beli ngak pas kupon kadaluarsanya barang diposting readi ngak konfirmasi konfirmasi yaa
419,kecewa mau order bang ongkos kirim malah mahal 40ribu sekarang uda 72ribu man dpt untung kalu ongkos kirim segitu.. uda sering pake aplikasi malh dinaiki harga ongkos kirim ya.. kasi pedang kecil untung gx seberapa ongkos kirim yang malah...tolong ongkos kirim di murah hin ya terima kasi.. mohon maaf kalu salah kata..,1,0,kecewa order bang ongkos kirim mahal ribu uda ribu man dpt untung kalu ongkos kirim segitu uda pake aplikasi malh naik harga ongkos kirim ya kasi pedang untung gx ongkos kirim malahtolong ongkos kirim murah hin ya terima kasi mohon maaf kalu salah
